day,day_of_week,hour,route_id,length_km,n_stops,traffic_index,rain,passengers,travel_time_min,fare_thb,diesel_l_per_km
26,5,18,R1-5,29.91,134,1.39,1.0,361,145.2,19.0,0.5
26,5,18,R4-60,35.56,200,1.349,1.0,454,178.2,19.0,0.522
26,5,18,RS2,51.33,108,1.311,1.0,215,182.7,19.0,0.585
26,5,19,R2-38,24.45,138,0.83,1.0,287,95.8,19.0,0.478
26,5,19,R1-1,23.73,107,0.861,1.0,198,84.1,19.0,0.475
26,5,19,R1-5,29.91,134,0.775,1.0,337,105.3,19.0,0.5
26,5,19,R4-60,35.56,200,0.859,1.0,525,140.3,19.0,0.522
26,5,19,RS2,51.33,108,0.811,1.0,254,132.1,19.0,0.585
26,5,20,R2-38,24.45,138,0.828,1.0,305,94.4,19.0,0.478
26,5,20,R1-1,23.73,107,0.808,1.0,233,83.1,19.0,0.475
26,5,20,R1-5,29.91,134,0.856,1.0,309,102.4,19.0,0.5
26,5,20,R4-60,35.56,200,0.829,1.0,598,145.1,19.0,0.522
26,5,20,RS2,51.33,108,0.847,1.0,238,135.5,19.0,0.585
26,5,21,R2-38,24.45,138,0.823,1.0,141,89.8,19.0,0.478
26,5,21,R1-1,23.73,107,0.799,1.0,74,69.2,19.0,0.475
26,5,21,R1-5,29.91,134,0.818,1.0,177,99.3,19.0,0.5
26,5,21,R4-60,35.56,200,0.854,1.0,299,134.7,19.0,0.522
26,5,21,RS2,51.33,108,0.812,1.0,133,127.5,19.0,0.585
26,5,22,R2-38,24.45,138,0.808,1.0,189,89.0,19.0,0.478
26,5,22,R1-1,23.73,107,0.851,1.0,119,77.5,19.0,0.475
26,5,22,R1-5,29.91,134,0.802,1.0,119,95.1,19.0,0.5
26,5,22,R4-60,35.56,200,0.78,1.0,205,125.6,19.0,0.522
26,5,22,RS2,51.33,108,0.759,1.0,113,117.4,19.0,0.585
27,6,5,R2-38,24.45,138,0.883,1.0,108,90.7,19.0,0.478
27,6,5,R1-1,23.73,107,0.808,1.0,71,76.0,19.0,0.475
27,6,5,R1-5,29.91,134,0.779,1.0,196,95.9,19.0,0.5
27,6,5,R4-60,35.56,200,0.781,1.0,208,121.2,19.0,0.522
27,6,5,RS2,51.33,108,0.943,1.0,99,138.5,19.0,0.585
27,6,6,R2-38,24.45,138,0.902,1.0,165,93.1,19.0,0.478
27,6,6,R1-1,23.73,107,0.754,1.0,120,71.6,19.0,0.475
27,6,6,R1-5,29.91,134,0.829,1.0,150,99.7,19.0,0.5
27,6,6,R4-60,35.56,200,0.859,1.0,220,133.9,19.0,0.522
27,6,6,RS2,51.33,108,0.797,1.0,166,125.1,19.0,0.585
27,6,7,R2-38,24.45,138,0.871,1.0,81,89.3,19.0,0.478
27,6,7,R1-1,23.73,107,0.867,1.0,83,72.0,19.0,0.475
27,6,7,R1-5,29.91,134,0.846,1.0,92,97.4,19.0,0.5
27,6,7,R4-60,35.56,200,0.811,1.0,227,127.8,19.0,0.522
27,6,7,RS2,51.33,108,0.784,1.0,116,116.5,19.0,0.585
27,6,8,R2-38,24.45,138,0.825,1.0,139,86.2,19.0,0.478
27,6,8,R1-1,23.73,107,0.905,1.0,116,80.9,19.0,0.475
27,6,8,R1-5,29.91,134,0.87,1.0,159,101.1,19.0,0.5
27,6,8,R4-60,35.56,200,0.757,1.0,133,118.4,19.0,0.522
27,6,8,RS2,51.33,108,0.853,1.0,116,125.1,19.0,0.585
27,6,9,R2-38,24.45,138,0.829,1.0,107,82.5,19.0,0.478
27,6,9,R1-1,23.73,107,0.844,1.0,77,77.4,19.0,0.475
27,6,9,R1-5,29.91,134,0.839,1.0,90,91.4,19.0,0.5
27,6,9,R4-60,35.56,200,0.762,1.0,219,124.1,19.0,0.522
27,6,9,RS2,51.33,108,0.854,1.0,110,125.3,19.0,0.585
27,6,10,R2-38,24.45,138,1.324,1.0,256,118.8,19.0,0.478
27,6,10,R1-1,23.73,107,1.337,1.0,284,109.7,19.0,0.475
27,6,10,R1-5,29.91,134,1.285,1.0,281,133.2,19.0,0.5
27,6,10,R4-60,35.56,200,1.324,1.0,425,172.2,19.0,0.522
27,6,10,RS2,51.33,108,1.316,1.0,231,184.1,19.0,0.585
27,6,11,R2-38,24.45,138,1.333,1.0,273,120.9,19.0,0.478
27,6,11,R1-1,23.73,107,1.314,1.0,270,107.7,19.0,0.475
27,6,11,R1-5,29.91,134,1.301,1.0,301,132.8,19.0,0.5
27,6,11,R4-60,35.56,200,1.319,1.0,477,176.4,19.0,0.522
27,6,11,RS2,51.33,108,1.276,1.0,240,179.5,19.0,0.585
27,6,12,R2-38,24.45,138,1.348,1.0,252,120.7,19.0,0.478
27,6,12,R1-1,23.73,107,1.367,1.0,216,110.8,19.0,0.475
27,6,12,R1-5,29.91,134,1.358,1.0,253,135.2,19.0,0.5
27,6,12,R4-60,35.56,200,1.369,1.0,440,175.5,19.0,0.522
27,6,12,RS2,51.33,108,1.3,1.0,184,182.1,19.0,0.585
27,6,13,R2-38,24.45,138,1.424,1.0,302,125.5,19.0,0.478
27,6,13,R1-1,23.73,107,1.361,1.0,196,109.8,19.0,0.475
27,6,13,R1-5,29.91,134,1.3,1.0,276,132.7,19.0,0.5
27,6,13,R4-60,35.56,200,1.317,1.0,459,180.0,19.0,0.522
27,6,13,RS2,51.33,108,1.337,1.0,256,185.3,19.0,0.585
27,6,14,R2-38,24.45,138,1.289,1.0,329,121.0,19.0,0.478
27,6,14,R1-1,23.73,107,1.338,1.0,204,108.7,19.0,0.475
27,6,14,R1-5,29.91,134,1.293,1.0,284,130.7,19.0,0.5
27,6,14,R4-60,35.56,200,1.352,1.0,471,177.3,19.0,0.522
27,6,14,RS2,51.33,108,1.276,1.0,239,182.7,19.0,0.585
27,6,15,R2-38,24.45,138,1.417,1.0,345,128.7,19.0,0.478
27,6,15,R1-1,23.73,107,1.377,1.0,249,112.8,19.0,0.475
27,6,15,R1-5,29.91,134,1.342,1.0,277,136.1,19.0,0.5
27,6,15,R4-60,35.56,200,1.332,1.0,467,177.9,19.0,0.522
27,6,15,RS2,51.33,108,1.34,1.0,254,183.8,19.0,0.585
27,6,16,R2-38,24.45,138,1.365,1.0,264,119.0,19.0,0.478
27,6,16,R1-1,23.73,107,1.353,1.0,209,106.4,19.0,0.475
27,6,16,R1-5,29.91,134,1.389,1.0,282,140.1,19.0,0.5
27,6,16,R4-60,35.56,200,1.374,1.0,417,181.8,19.0,0.522
27,6,16,RS2,51.33,108,1.367,1.0,282,187.4,19.0,0.585
27,6,17,R2-38,24.45,138,1.342,1.0,307,124.1,19.0,0.478
27,6,17,R1-1,23.73,107,1.339,1.0,237,107.3,19.0,0.475
27,6,17,R1-5,29.91,134,1.328,1.0,346,139.4,19.0,0.5
27,6,17,R4-60,35.56,200,1.335,1.0,351,170.8,19.0,0.522
27,6,17,RS2,51.33,108,1.337,1.0,224,182.8,19.0,0.585
27,6,18,R2-38,24.45,138,1.291,1.0,324,120.1,19.0,0.478
27,6,18,R1-1,23.73,107,1.38,1.0,267,111.9,19.0,0.475
27,6,18,R1-5,29.91,134,1.371,1.0,342,136.1,19.0,0.5
27,6,18,R4-60,35.56,200,1.321,1.0,456,179.4,19.0,0.522
27,6,18,RS2,51.33,108,1.339,1.0,254,186.2,19.0,0.585
27,6,19,R2-38,24.45,138,0.837,1.0,307,95.5,19.0,0.478
27,6,19,R1-1,23.73,107,0.863,1.0,256,81.8,19.0,0.475
27,6,19,R1-5,29.91,134,0.762,1.0,332,100.6,19.0,0.5
27,6,19,R4-60,35.56,200,0.846,1.0,454,139.2,19.0,0.522
27,6,19,RS2,51.33,108,0.837,1.0,244,131.6,19.0,0.585
27,6,20,R2-38,24.45,138,0.82,1.0,317,94.5,19.0,0.478
27,6,20,R1-1,23.73,107,0.88,1.0,221,81.0,19.0,0.475
27,6,20,R1-5,29.91,134,0.801,1.0,316,103.9,19.0,0.5
27,6,20,R4-60,35.56,200,0.852,1.0,509,140.4,19.0,0.522
27,6,20,RS2,51.33,108,0.788,1.0,212,125.3,19.0,0.585
27,6,21,R2-38,24.45,138,0.88,1.0,192,97.1,19.0,0.478
27,6,21,R1-1,23.73,107,0.815,1.0,79,70.6,19.0,0.475
27,6,21,R1-5,29.91,134,0.799,1.0,153,94.6,19.0,0.5
27,6,21,R4-60,35.56,200,0.782,1.0,218,124.8,19.0,0.522
27,6,21,RS2,51.33,108,0.796,1.0,81,120.7,19.0,0.585
27,6,22,R2-38,24.45,138,0.843,1.0,107,87.8,19.0,0.478
27,6,22,R1-1,23.73,107,0.794,1.0,122,73.3,19.0,0.475
27,6,22,R1-5,29.91,134,0.836,1.0,212,100.3,19.0,0.5
27,6,22,R4-60,35.56,200,0.844,1.0,128,120.1,19.0,0.522
27,6,22,RS2,51.33,108,0.899,1.0,149,134.4,19.0,0.585
28,0,5,R2-38,24.45,138,0.89,1.0,267,97.1,19.0,0.478
28,0,5,R1-1,23.73,107,0.929,1.0,167,84.0,19.0,0.475
28,0,5,R1-5,29.91,134,0.881,1.0,204,102.2,19.0,0.5
28,0,5,R4-60,35.56,200,0.96,1.0,357,144.7,19.0,0.522
28,0,5,RS2,51.33,108,0.994,1.0,217,146.5,19.0,0.585
28,0,6,R2-38,24.45,138,0.915,1.0,540,107.6,19.0,0.478
28,0,6,R1-1,23.73,107,0.963,1.0,407,94.4,19.0,0.475
28,0,6,R1-5,29.91,134,0.936,1.0,642,124.4,19.0,0.5
28,0,6,R4-60,35.56,200,0.946,1.0,768,161.5,19.0,0.522
28,0,6,RS2,51.33,108,0.985,1.0,489,160.2,19.0,0.585
28,0,7,R2-38,24.45,138,1.729,1.0,542,154.5,19.0,0.478
28,0,7,R1-1,23.73,107,1.703,1.0,404,135.2,19.0,0.475
28,0,7,R1-5,29.91,134,1.818,1.0,613,180.4,19.0,0.5
28,0,7,R4-60,35.56,200,1.801,1.0,713,225.1,19.0,0.522
28,0,7,RS2,51.33,108,1.729,1.0,451,238.3,19.0,0.585
28,0,8,R2-38,24.45,138,1.88,1.0,714,167.8,19.0,0.478
28,0,8,R1-1,23.73,107,1.847,1.0,511,151.2,19.0,0.475
28,0,8,R1-5,29.91,134,1.849,1.0,652,186.4,19.0,0.5
28,0,8,R4-60,35.56,200,1.873,1.0,1032,246.7,19.0,0.522
28,0,8,RS2,51.33,108,1.893,1.0,538,261.4,19.0,0.585
28,0,9,R2-38,24.45,138,1.879,1.0,553,157.6,19.0,0.478
28,0,9,R1-1,23.73,107,1.949,1.0,414,146.1,19.0,0.475
28,0,9,R1-5,29.91,134,1.917,1.0,547,183.6,19.0,0.5
28,0,9,R4-60,35.56,200,1.898,1.0,844,233.4,19.0,0.522
28,0,9,RS2,51.33,108,1.907,1.0,449,254.1,19.0,0.585
28,0,10,R2-38,24.45,138,0.932,1.0,262,99.4,19.0,0.478
28,0,10,R1-1,23.73,107,0.904,1.0,192,81.6,19.0,0.475
28,0,10,R1-5,29.91,134,0.948,1.0,239,113.7,19.0,0.5
28,0,10,R4-60,35.56,200,0.935,1.0,368,144.3,19.0,0.522
28,0,10,RS2,51.33,108,0.986,1.0,183,143.4,19.0,0.585
28,0,11,R2-38,24.45,138,1.235,1.0,361,114.2,19.0,0.478
28,0,11,R1-1,23.73,107,1.352,1.0,244,112.0,19.0,0.475
28,0,11,R1-5,29.91,134,1.275,1.0,307,128.8,19.0,0.5
28,0,11,R4-60,35.56,200,1.274,1.0,517,174.6,19.0,0.522
28,0,11,RS2,51.33,108,1.282,1.0,231,179.6,19.0,0.585
28,0,12,R2-38,24.45,138,1.36,1.0,326,123.7,19.0,0.478
28,0,12,R1-1,23.73,107,1.268,1.0,275,103.5,19.0,0.475
28,0,12,R1-5,29.91,134,1.216,1.0,362,131.1,19.0,0.5
28,0,12,R4-60,35.56,200,1.314,1.0,544,178.2,19.0,0.522
28,0,12,RS2,51.33,108,1.289,1.0,302,184.9,19.0,0.585
28,0,13,R2-38,24.45,138,1.262,1.0,334,119.0,19.0,0.478
28,0,13,R1-1,23.73,107,1.328,1.0,213,106.0,19.0,0.475
28,0,13,R1-5,29.91,134,1.226,1.0,337,129.7,19.0,0.5
28,0,13,R4-60,35.56,200,1.355,1.0,552,184.0,19.0,0.522
28,0,13,RS2,51.33,108,1.274,1.0,324,181.4,19.0,0.585
28,0,14,R2-38,24.45,138,0.896,1.0,357,98.5,19.0,0.478
28,0,14,R1-1,23.73,107,0.969,1.0,265,91.6,19.0,0.475
28,0,14,R1-5,29.91,134,0.927,1.0,340,110.9,19.0,0.5
28,0,14,R4-60,35.56,200,0.93,1.0,534,153.5,19.0,0.522
28,0,14,RS2,51.33,108,1.023,1.0,214,152.7,19.0,0.585
28,0,15,R2-38,24.45,138,0.938,1.0,220,96.3,19.0,0.478
28,0,15,R1-1,23.73,107,1.003,1.0,211,90.9,19.0,0.475
28,0,15,R1-5,29.91,134,0.939,1.0,240,109.5,19.0,0.5
28,0,15,R4-60,35.56,200,0.991,1.0,356,148.0,19.0,0.522
28,0,15,RS2,51.33,108,0.936,1.0,164,138.4,19.0,0.585
28,0,16,R2-38,24.45,138,1.917,1.0,536,161.1,19.0,0.478
28,0,16,R1-1,23.73,107,1.877,1.0,424,142.5,19.0,0.475
28,0,16,R1-5,29.91,134,1.835,1.0,533,176.5,19.0,0.5
28,0,16,R4-60,35.56,200,1.881,1.0,786,231.9,19.0,0.522
28,0,16,RS2,51.33,108,1.941,1.0,438,260.9,19.0,0.585
28,0,17,R2-38,24.45,138,1.93,1.0,645,170.4,19.0,0.478
28,0,17,R1-1,23.73,107,1.975,1.0,492,150.8,19.0,0.475
28,0,17,R1-5,29.91,134,1.901,1.0,631,187.7,19.0,0.5
28,0,17,R4-60,35.56,200,1.921,1.0,953,243.4,19.0,0.522
28,0,17,RS2,51.33,108,1.903,1.0,499,256.1,19.0,0.585
28,0,18,R2-38,24.45,138,2.007,1.0,665,170.1,19.0,0.478
28,0,18,R1-1,23.73,107,1.966,1.0,449,148.0,19.0,0.475
28,0,18,R1-5,29.91,134,2.044,1.0,591,190.1,19.0,0.5
28,0,18,R4-60,35.56,200,1.904,1.0,861,238.4,19.0,0.522
28,0,18,RS2,51.33,108,1.882,1.0,515,260.6,19.0,0.585
28,0,19,R2-38,24.45,138,1.937,1.0,494,161.6,19.0,0.478
28,0,19,R1-1,23.73,107,1.964,1.0,456,149.0,19.0,0.475
28,0,19,R1-5,29.91,134,2.077,1.0,534,191.6,19.0,0.5
28,0,19,R4-60,35.56,200,1.958,1.0,838,243.1,19.0,0.522
28,0,19,RS2,51.33,108,2.024,1.0,418,265.4,19.0,0.585
28,0,20,R2-38,24.45,138,0.889,1.0,259,100.2,19.0,0.478
28,0,20,R1-1,23.73,107,0.934,1.0,165,84.4,19.0,0.475
28,0,20,R1-5,29.91,134,0.958,1.0,278,110.4,19.0,0.5
28,0,20,R4-60,35.56,200,0.974,1.0,344,144.0,19.0,0.522
28,0,20,RS2,51.33,108,0.97,1.0,206,146.1,19.0,0.585
28,0,21,R2-38,24.45,138,0.889,1.0,129,87.4,19.0,0.478
28,0,21,R1-1,23.73,107,0.935,1.0,124,82.7,19.0,0.475
28,0,21,R1-5,29.91,134,0.993,1.0,161,107.7,19.0,0.5
28,0,21,R4-60,35.56,200,0.981,1.0,282,139.3,19.0,0.522
28,0,21,RS2,51.33,108,0.883,1.0,105,134.0,19.0,0.585
28,0,22,R2-38,24.45,138,0.975,1.0,135,97.1,19.0,0.478
28,0,22,R1-1,23.73,107,0.907,1.0,98,80.0,19.0,0.475
28,0,22,R1-5,29.91,134,0.976,1.0,200,108.3,19.0,0.5
28,0,22,R4-60,35.56,200,0.992,1.0,187,137.6,19.0,0.522
28,0,22,RS2,51.33,108,0.919,1.0,107,133.5,19.0,0.585
29,1,5,R2-38,24.45,138,0.976,1.0,275,99.1,19.0,0.478
29,1,5,R1-1,23.73,107,0.92,1.0,210,84.2,19.0,0.475
29,1,5,R1-5,29.91,134,0.98,1.0,270,110.2,19.0,0.5
29,1,5,R4-60,35.56,200,0.962,1.0,350,143.4,19.0,0.522
29,1,5,RS2,51.33,108,0.989,1.0,213,149.5,19.0,0.585
29,1,6,R2-38,24.45,138,0.97,1.0,590,117.1,19.0,0.478
29,1,6,R1-1,23.73,107,1.056,1.0,469,105.2,19.0,0.475
29,1,6,R1-5,29.91,134,0.948,1.0,559,124.4,19.0,0.5
29,1,6,R4-60,35.56,200,0.998,1.0,826,168.9,19.0,0.522
29,1,6,RS2,51.33,108,0.899,1.0,474,151.4,19.0,0.585
29,1,7,R2-38,24.45,138,1.78,1.0,581,155.8,19.0,0.478
29,1,7,R1-1,23.73,107,1.73,1.0,487,141.3,19.0,0.475
29,1,7,R1-5,29.91,134,1.824,1.0,559,178.5,19.0,0.5
29,1,7,R4-60,35.56,200,1.723,1.0,850,223.8,19.0,0.522
29,1,7,RS2,51.33,108,1.756,1.0,493,239.1,19.0,0.585
29,1,8,R2-38,24.45,138,1.862,1.0,654,164.4,19.0,0.478
29,1,8,R1-1,23.73,107,1.869,1.0,551,151.2,19.0,0.475
29,1,8,R1-5,29.91,134,1.893,1.0,667,188.8,19.0,0.5
29,1,8,R4-60,35.56,200,1.862,1.0,881,232.7,19.0,0.522
29,1,8,RS2,51.33,108,1.845,1.0,509,255.2,19.0,0.585
29,1,9,R2-38,24.45,138,1.921,1.0,625,164.5,19.0,0.478
29,1,9,R1-1,23.73,107,1.934,1.0,448,144.5,19.0,0.475
29,1,9,R1-5,29.91,134,1.919,1.0,560,183.6,19.0,0.5
29,1,9,R4-60,35.56,200,1.984,1.0,750,242.5,19.0,0.522
29,1,9,RS2,51.33,108,1.88,1.0,437,252.1,19.0,0.585
29,1,10,R2-38,24.45,138,0.961,1.0,213,99.0,19.0,0.478
29,1,10,R1-1,23.73,107,0.943,1.0,181,86.9,19.0,0.475
29,1,10,R1-5,29.91,134,0.91,1.0,198,105.1,19.0,0.5
29,1,10,R4-60,35.56,200,0.963,1.0,390,144.5,19.0,0.522
29,1,10,RS2,51.33,108,0.988,1.0,186,142.4,19.0,0.585
29,1,11,R2-38,24.45,138,1.258,1.0,357,121.6,19.0,0.478
29,1,11,R1-1,23.73,107,1.188,1.0,250,104.4,19.0,0.475
29,1,11,R1-5,29.91,134,1.234,1.0,369,131.0,19.0,0.5
29,1,11,R4-60,35.56,200,1.266,1.0,463,171.5,19.0,0.522
29,1,11,RS2,51.33,108,1.332,1.0,277,187.1,19.0,0.585
29,1,12,R2-38,24.45,138,1.304,1.0,353,125.3,19.0,0.478
29,1,12,R1-1,23.73,107,1.334,1.0,268,107.0,19.0,0.475
29,1,12,R1-5,29.91,134,1.268,1.0,304,132.5,19.0,0.5
29,1,12,R4-60,35.56,200,1.332,1.0,501,177.6,19.0,0.522
29,1,12,RS2,51.33,108,1.293,1.0,269,183.5,19.0,0.585
29,1,13,R2-38,24.45,138,1.325,1.0,312,120.6,19.0,0.478
29,1,13,R1-1,23.73,107,1.277,1.0,298,110.4,19.0,0.475
29,1,13,R1-5,29.91,134,1.298,1.0,324,130.8,19.0,0.5
29,1,13,R4-60,35.56,200,1.335,1.0,493,180.3,19.0,0.522
29,1,13,RS2,51.33,108,1.231,1.0,265,176.0,19.0,0.585
29,1,14,R2-38,24.45,138,0.928,1.0,356,104.9,19.0,0.478
29,1,14,R1-1,23.73,107,0.893,1.0,315,89.0,19.0,0.475
29,1,14,R1-5,29.91,134,0.904,1.0,369,108.8,19.0,0.5
29,1,14,R4-60,35.56,200,0.942,1.0,624,154.4,19.0,0.522
29,1,14,RS2,51.33,108,0.911,1.0,320,146.4,19.0,0.585
29,1,15,R2-38,24.45,138,0.962,1.0,275,101.3,19.0,0.478
29,1,15,R1-1,23.73,107,0.963,1.0,229,87.5,19.0,0.475
29,1,15,R1-5,29.91,134,0.954,1.0,174,107.3,19.0,0.5
29,1,15,R4-60,35.56,200,0.937,1.0,368,146.1,19.0,0.522
29,1,15,RS2,51.33,108,0.973,1.0,246,147.3,19.0,0.585
29,1,16,R2-38,24.45,138,1.901,1.0,527,156.1,19.0,0.478
29,1,16,R1-1,23.73,107,1.868,1.0,402,141.0,19.0,0.475
29,1,16,R1-5,29.91,134,1.965,1.0,535,185.2,19.0,0.5
29,1,16,R4-60,35.56,200,1.84,1.0,800,227.3,19.0,0.522
29,1,16,RS2,51.33,108,1.895,1.0,453,255.7,19.0,0.585
29,1,17,R2-38,24.45,138,1.916,1.0,686,170.7,19.0,0.478
29,1,17,R1-1,23.73,107,1.91,1.0,466,146.1,19.0,0.475
29,1,17,R1-5,29.91,134,1.883,1.0,631,184.3,19.0,0.5
29,1,17,R4-60,35.56,200,1.96,1.0,973,250.3,19.0,0.522
29,1,17,RS2,51.33,108,1.953,1.0,513,268.6,19.0,0.585
29,1,18,R2-38,24.45,138,1.947,1.0,571,167.4,19.0,0.478
29,1,18,R1-1,23.73,107,2.018,1.0,425,149.1,19.0,0.475
29,1,18,R1-5,29.91,134,1.995,1.0,615,190.7,19.0,0.5
29,1,18,R4-60,35.56,200,2.013,1.0,953,251.7,19.0,0.522
29,1,18,RS2,51.33,108,1.994,1.0,479,268.5,19.0,0.585
29,1,19,R2-38,24.45,138,2.045,1.0,584,169.1,19.0,0.478
29,1,19,R1-1,23.73,107,1.981,1.0,412,147.8,19.0,0.475
29,1,19,R1-5,29.91,134,1.968,1.0,440,175.6,19.0,0.5
29,1,19,R4-60,35.56,200,2.008,1.0,956,249.2,19.0,0.522
29,1,19,RS2,51.33,108,2.019,1.0,364,262.6,19.0,0.585
29,1,20,R2-38,24.45,138,0.943,1.0,249,100.1,19.0,0.478
29,1,20,R1-1,23.73,107,0.938,1.0,185,82.7,19.0,0.475
29,1,20,R1-5,29.91,134,0.892,1.0,258,101.9,19.0,0.5
29,1,20,R4-60,35.56,200,0.949,1.0,338,141.7,19.0,0.522
29,1,20,RS2,51.33,108,0.979,1.0,210,145.8,19.0,0.585
29,1,21,R2-38,24.45,138,0.974,1.0,168,93.9,19.0,0.478
29,1,21,R1-1,23.73,107,0.974,1.0,116,85.8,19.0,0.475
29,1,21,R1-5,29.91,134,0.978,1.0,172,108.4,19.0,0.5
29,1,21,R4-60,35.56,200,1.011,1.0,234,144.5,19.0,0.522
29,1,21,RS2,51.33,108,0.932,1.0,99,135.0,19.0,0.585
29,1,22,R2-38,24.45,138,0.903,1.0,188,90.6,19.0,0.478
29,1,22,R1-1,23.73,107,0.992,1.0,67,86.2,19.0,0.475
29,1,22,R1-5,29.91,134,0.938,1.0,165,100.8,19.0,0.5
29,1,22,R4-60,35.56,200,0.954,1.0,259,137.1,19.0,0.522
29,1,22,RS2,51.33,108,0.936,1.0,100,138.1,19.0,0.585
30,2,5,R2-38,24.45,138,0.953,1.0,229,97.2,19.0,0.478
30,2,5,R1-1,23.73,107,0.933,1.0,165,83.5,19.0,0.475
30,2,5,R1-5,29.91,134,0.921,1.0,251,106.1,19.0,0.5
30,2,5,R4-60,35.56,200,0.946,1.0,502,148.2,19.0,0.522
30,2,5,RS2,51.33,108,0.915,1.0,182,136.7,19.0,0.585
30,2,6,R2-38,24.45,138,0.961,1.0,632,119.1,19.0,0.478
30,2,6,R1-1,23.73,107,0.972,1.0,456,98.2,19.0,0.475
30,2,6,R1-5,29.91,134,1.005,1.0,529,123.4,19.0,0.5
30,2,6,R4-60,35.56,200,0.915,1.0,716,157.7,19.0,0.522
30,2,6,RS2,51.33,108,0.931,1.0,478,151.7,19.0,0.585
30,2,7,R2-38,24.45,138,1.751,1.0,611,155.6,19.0,0.478
30,2,7,R1-1,23.73,107,1.74,1.0,390,135.6,19.0,0.475
30,2,7,R1-5,29.91,134,1.777,1.0,625,183.4,19.0,0.5
30,2,7,R4-60,35.56,200,1.766,1.0,769,225.6,19.0,0.522
30,2,7,RS2,51.33,108,1.774,1.0,438,242.8,19.0,0.585
30,2,8,R2-38,24.45,138,1.85,1.0,664,167.2,19.0,0.478
30,2,8,R1-1,23.73,107,1.924,1.0,523,144.7,19.0,0.475
30,2,8,R1-5,29.91,134,1.869,1.0,595,180.3,19.0,0.5
30,2,8,R4-60,35.56,200,1.834,1.0,929,236.1,19.0,0.522
30,2,8,RS2,51.33,108,1.822,1.0,582,251.7,19.0,0.585
30,2,9,R2-38,24.45,138,1.897,1.0,642,164.3,19.0,0.478
30,2,9,R1-1,23.73,107,1.905,1.0,429,141.6,19.0,0.475
30,2,9,R1-5,29.91,134,1.888,1.0,586,183.5,19.0,0.5
30,2,9,R4-60,35.56,200,1.921,1.0,925,245.4,19.0,0.522
30,2,9,RS2,51.33,108,1.891,1.0,445,253.6,19.0,0.585
30,2,10,R2-38,24.45,138,0.943,1.0,266,99.6,19.0,0.478
30,2,10,R1-1,23.73,107,0.98,1.0,186,87.7,19.0,0.475
30,2,10,R1-5,29.91,134,0.945,1.0,185,106.3,19.0,0.5
30,2,10,R4-60,35.56,200,1.021,1.0,410,149.2,19.0,0.522
30,2,10,RS2,51.33,108,0.947,1.0,214,144.3,19.0,0.585
30,2,11,R2-38,24.45,138,1.31,1.0,344,120.1,19.0,0.478
30,2,11,R1-1,23.73,107,1.352,1.0,283,109.8,19.0,0.475
30,2,11,R1-5,29.91,134,1.283,1.0,343,135.7,19.0,0.5
30,2,11,R4-60,35.56,200,1.25,1.0,435,166.4,19.0,0.522
30,2,11,RS2,51.33,108,1.268,1.0,262,183.2,19.0,0.585
30,2,12,R2-38,24.45,138,1.203,1.0,402,120.0,19.0,0.478
30,2,12,R1-1,23.73,107,1.224,1.0,287,104.3,19.0,0.475
30,2,12,R1-5,29.91,134,1.204,1.0,348,129.0,19.0,0.5
30,2,12,R4-60,35.56,200,1.328,1.0,524,183.1,19.0,0.522
30,2,12,RS2,51.33,108,1.283,1.0,269,181.3,19.0,0.585
30,2,13,R2-38,24.45,138,1.176,1.0,313,117.0,19.0,0.478
30,2,13,R1-1,23.73,107,1.344,1.0,280,108.1,19.0,0.475
30,2,13,R1-5,29.91,134,1.255,1.0,372,129.1,19.0,0.5
30,2,13,R4-60,35.56,200,1.322,1.0,603,185.3,19.0,0.522
30,2,13,RS2,51.33,108,1.329,1.0,240,184.9,19.0,0.585
30,2,14,R2-38,24.45,138,0.976,1.0,334,102.5,19.0,0.478
30,2,14,R1-1,23.73,107,0.912,1.0,334,91.1,19.0,0.475
30,2,14,R1-5,29.91,134,0.963,1.0,314,116.3,19.0,0.5
30,2,14,R4-60,35.56,200,0.89,1.0,527,148.5,19.0,0.522
30,2,14,RS2,51.33,108,1.017,1.0,309,155.8,19.0,0.585
30,2,15,R2-38,24.45,138,0.955,1.0,237,100.1,19.0,0.478
30,2,15,R1-1,23.73,107,0.96,1.0,171,84.9,19.0,0.475
30,2,15,R1-5,29.91,134,0.918,1.0,258,109.3,19.0,0.5
30,2,15,R4-60,35.56,200,0.917,1.0,367,141.5,19.0,0.522
30,2,15,RS2,51.33,108,0.953,1.0,204,144.9,19.0,0.585
30,2,16,R2-38,24.45,138,1.936,1.0,517,166.1,19.0,0.478
30,2,16,R1-1,23.73,107,1.925,1.0,437,145.4,19.0,0.475
30,2,16,R1-5,29.91,134,1.947,1.0,539,186.4,19.0,0.5
30,2,16,R4-60,35.56,200,1.922,1.0,856,242.9,19.0,0.522
30,2,16,RS2,51.33,108,1.892,1.0,392,252.6,19.0,0.585
30,2,17,R2-38,24.45,138,1.889,1.0,669,167.5,19.0,0.478
30,2,17,R1-1,23.73,107,1.91,1.0,484,148.3,19.0,0.475
30,2,17,R1-5,29.91,134,1.976,1.0,575,187.6,19.0,0.5
30,2,17,R4-60,35.56,200,1.938,1.0,1020,252.5,19.0,0.522
30,2,17,RS2,51.33,108,1.936,1.0,472,262.1,19.0,0.585
30,2,18,R2-38,24.45,138,1.93,1.0,723,172.3,19.0,0.478
